ID,income,firstDate,lastDate,amount,freqSales,saleSizeCode,starCustomer,lastSale,avrSale,class
4316,0,8707,9512,0.22,2,E,X,12,7.4,0
4317,2,9506,9608,0.14,3,E,0,10,8.75,0
4318,0,9301,9601,0.08,1,G,0,25,13.33,0
4319,2,9510,9511,0.1,2,G,0,25,24,0
4320,0,9002,9508,0.13,1,F,0,15,7.85,0
4321,6,9602,9602,0.08,1,F,0,15,15,0
4322,6,9403,9512,0.11,2,G,0,25,26,0
4323,7,9401,9504,0.09,1,G,0,25,20,0
4324,4,9009,9506,0.17,1,F,0,15,6,0
4325,2,8801,9508,0.34,3,E,X,13,7.44,0
4326,2,8909,9511,0.1,2,F,0,18,13.6,0
4327,4,9110,9504,0.22,1,E,X,10,13.84,0
4328,5,9311,9512,0.09,2,G,0,25,33.33,0
4329,1,9401,9601,0.19,3,E,0,10,7,0
4330,5,8901,9511,0.22,2,E,X,12,10.62,0
4331,4,9101,9602,0.2,3,G,X,25,17.92,0
4332,1,9501,9702,0.2,3,E,X,10,7.27,0
4333,2,8801,9505,0.31,1,F,X,20,13.86,0
4334,1,8608,9610,0.43,4,D,X,2,2.36,0
4335,0,8909,9602,0.21,3,D,0,9,8.18,0
4336,3,9102,9510,0.16,2,E,X,10,10.77,0
4337,7,8804,9506,0.11,1,G,X,40,21,0
4338,2,9001,9512,0.22,2,F,X,15,8.3,0
4339,2,9506,9506,0.06,1,F,0,20,20,0
4340,5,9409,9507,0.08,1,F,0,15,12.5,0
4341,6,9401,9506,0.11,1,F,0,15,7.66,0
4342,1,8801,9505,0.16,1,F,X,17,12.63,0
4343,5,8801,9512,0.1,1,F,0,15,13,0
4344,5,8809,9512,0.42,4,E,X,11,7.33,0
4345,0,8704,9611,0.25,2,E,X,10,8.86,0
4346,4,8802,9701,0.26,4,F,X,10,12.3,0
4347,6,9102,9601,0.18,2,F,X,15,11.18,0
4348,6,8608,9601,0.48,4,G,X,30,4.39,0
4349,0,9401,9602,0.14,2,F,0,10,11.4,0
4350,7,9310,9505,0.13,1,F,X,15,12,0
4351,7,8610,9602,0.34,4,D,X,3,3.37,0
4352,2,8704,9601,0.38,4,D,X,5,2.5,0
4353,5,8706,9512,0.21,3,G,X,25,12.19,0
4354,0,9509,9509,0.07,1,F,0,15,15,0
4355,6,8706,9512,0.28,1,F,X,15,9.27,0
4356,3,9310,9602,0.1,2,F,0,16,10.25,0
4357,0,9210,9512,0.1,1,F,0,20,13,0
4358,5,9510,9510,0.05,1,G,0,25,25,0
4359,1,8801,9511,0.24,1,E,X,10,3.75,0
4360,0,9103,9602,0.25,2,F,X,16,11.18,0
4361,1,8611,9512,0.17,2,E,X,12,8.08,0
4362,3,8703,9602,0.15,2,E,0,10,7,0
4363,5,9010,9604,0.28,3,D,X,2,8.41,0
4364,5,9409,9511,0.09,1,F,0,15,10,0
4365,1,9511,9511,0.08,1,F,0,15,15,0
4366,0,9412,9512,0.08,1,G,0,30,27.5,0
4367,6,9601,9601,0.07,1,G,0,25,25,0
4368,4,9601,9601,0.07,1,F,0,15,15,0
4369,4,9101,9602,0.23,3,E,X,10,7.5,0
4370,1,9103,9511,0.13,2,G,0,30,22.71,0
4371,5,9109,9603,0.29,4,E,X,10,8.25,0
4372,1,8610,9601,0.33,1,E,X,10,7.65,0
4373,4,9104,9511,0.13,2,F,0,20,12.4,0
4374,7,9201,9512,0.11,1,F,0,15,11,0
4375,0,9411,9511,0.09,1,F,0,16,13,0
4376,7,9504,9508,0.11,2,F,0,5,10,0
4377,1,9601,9601,0.07,1,F,0,20,20,0
4378,5,9506,9512,0.09,2,G,0,30,22.5,0
4379,0,8701,9506,0.11,1,G,0,100,88.37,0
4380,2,9011,9512,0.12,1,G,0,25,24.37,0
4381,0,8804,9504,0.19,1,F,X,18,15.11,0
4382,0,9506,9509,0.09,2,F,0,10,15,0
4383,1,8705,9512,0.31,1,E,X,13,7.08,0
4384,4,9301,9511,0.17,2,F,0,15,7.14,0
4385,2,9004,9601,0.32,3,D,X,3,8.68,0
4386,6,9503,9510,0.08,1,F,0,21,18,0
4387,5,9201,9601,0.21,2,F,X,15,7.1,0
4388,0,9602,9602,0.07,1,G,0,28,28,0
4389,2,9210,9512,0.12,1,F,0,15,9.2,0
4390,6,9310,9510,0.17,2,F,X,21,12.71,0
4391,4,8801,9602,0.28,2,F,X,5,20.36,0
4392,6,9312,9506,0.11,1,F,0,15,9,0
4393,0,8710,9603,0.19,1,F,0,15,6.08,0
4394,0,8911,9506,0.18,1,F,X,15,11.75,0
4395,2,8801,9512,0.37,4,D,X,5,5.08,0
4396,0,9602,9602,0.07,1,F,0,20,20,0
4397,0,9509,9509,0.06,1,F,0,20,20,0
4398,5,9410,9511,0.2,3,G,0,30,17.5,0
4399,6,9201,9505,0.13,1,F,0,20,14.33,1
4400,0,9409,9603,0.31,4,D,X,5,5.11,0
4401,5,9410,9505,0.08,1,F,0,17,16,0
4402,4,9302,9512,0.19,4,E,0,5,7.14,0
4403,4,8809,9504,0.25,1,E,X,11,8.25,0
4404,0,9506,9506,0.05,1,G,0,30,30,0
4405,1,8801,9512,0.45,4,E,X,14,6.96,0
4406,5,9109,9601,0.13,3,E,0,11,7.66,0
4407,0,8909,9506,0.17,2,F,X,15,12.81,0
4408,5,9410,9602,0.2,3,E,0,10,6.83,0
4409,0,9310,9511,0.13,2,F,0,23,13.4,0
4410,3,9501,9602,0.26,4,D,X,4,4.28,0
4411,7,9602,9602,0.07,1,F,0,20,20,0
4412,3,9511,9511,0.06,1,F,0,15,15,0
4413,7,9210,9512,0.11,1,F,0,16,11.6,0
4414,4,9509,9509,0.06,1,F,0,20,20,0
4415,1,8612,9511,0.34,4,D,X,4,4.53,0
4416,0,9211,9504,0.12,1,F,0,20,14.6,0
4417,4,9311,9510,0.08,1,F,0,20,15,0
4418,0,9501,9603,0.26,4,G,X,6,19.42,1
4419,4,9310,9512,0.08,1,G,0,25,15,0
4420,3,9009,9509,0.12,1,G,X,10,11.11,0
4421,0,8911,9512,0.2,2,E,X,25,11.66,0
4422,3,8702,9603,0.19,2,E,X,10,7.08,0
4423,0,9406,9510,0.07,1,G,0,25,17.5,0
4424,6,8703,9602,0.24,1,E,X,15,13.19,0
4425,0,9412,9510,0.16,3,E,X,10,10,0
4426,0,9402,9509,0.14,1,F,0,15,10,0
4427,4,9401,9512,0.11,2,G,0,25,18.75,0
4428,1,9401,9510,0.08,1,F,X,20,25,0
4429,3,8704,9612,0.22,2,G,X,25,14.22,0
4430,3,9504,9601,0.13,3,F,X,20,12,0
4431,2,9507,9602,0.17,3,E,0,5,6.66,0
4432,2,9510,9510,0.07,1,F,0,15,15,0
4433,0,9510,9510,0.07,1,F,0,15,15,0
4434,1,8809,9601,0.39,4,D,X,3,3.44,0
4435,2,9209,9509,0.09,1,F,0,15,11,0
4436,2,9110,9603,0.31,4,E,X,10,5.4,0
4437,2,9602,9602,0.06,1,F,0,15,15,0
4438,5,8708,9510,0.17,2,E,0,12,10.66,0
4439,1,9501,9505,0.08,1,G,0,25,15,0
4440,4,9309,9512,0.12,2,F,0,20,10.5,0
4441,0,9309,9509,0.16,1,F,X,20,12.16,0
4442,5,9409,9601,0.09,1,F,0,20,15,0
4443,5,9009,9601,0.25,4,D,X,5,5.33,1
4444,2,8611,9512,0.41,1,E,X,10,6.57,0
4445,7,9510,9510,0.06,1,F,0,15,15,0
4446,0,8901,9509,0.23,3,F,0,20,9.14,0
4447,4,9112,9611,0.16,1,G,0,25,24.23,0
4448,0,9403,9506,0.05,1,G,0,25,22.5,0
4449,2,8911,9510,0.25,1,F,X,16,9.82,0
4450,4,8609,9506,0.23,1,E,X,10,5.43,0
4451,0,8701,9601,0.38,4,D,X,5,3.25,0
4452,2,9201,9512,0.1,1,F,0,15,9,0
4453,5,9301,9603,0.29,2,E,X,10,6.23,0
4454,7,9502,9511,0.16,3,E,X,10,9,0
4455,1,9102,9601,0.18,3,E,X,10,10.1,0
4456,7,9209,9509,0.06,1,G,0,37,34,0
4457,2,8809,9511,0.32,3,D,X,5,3.22,0
4458,2,8610,9601,0.46,3,D,X,7,4.72,1
4459,0,9203,9512,0.16,1,G,X,25,14.55,0
4460,0,9201,9511,0.38,4,G,X,16,14.24,0
4461,5,9503,9512,0.1,1,F,0,15,12.5,0
4462,4,9509,9509,0.05,1,G,0,25,25,0
4463,5,9009,9601,0.25,3,E,X,9,7.08,0
4464,5,9001,9602,0.17,2,E,X,10,9.9,0
4465,5,9210,9511,0.06,1,G,0,25,23.33,0
4466,5,8903,9503,0.13,1,G,0,25,25,0
4467,2,9409,9512,0.13,3,F,0,20,16.75,0
4468,0,9009,9509,0.24,2,E,X,12,7.93,0
4469,2,9209,9512,0.11,1,F,0,17,12,0
4470,0,9601,9601,0.2,1,F,0,15,15,0
4471,2,8909,9508,0.2,2,F,0,18,10.16,0
4472,4,9602,9602,0.06,1,G,0,25,25,0
4473,4,9310,9504,0.06,1,F,0,20,20,0
4474,5,8810,9702,0.18,2,F,0,15,7.4,0
4475,3,8909,9603,0.13,1,G,X,25,10,0
4476,7,8901,9503,0.21,1,F,0,16,9.14,0
4477,2,9309,9601,0.06,1,G,0,50,30,0
4478,1,9505,9601,0.15,4,G,X,15,17.5,0
4479,0,9601,9601,0.07,1,F,0,20,20,0
4480,0,9310,9505,0.17,1,F,X,20,10.66,0
4481,1,9510,9510,0.06,1,F,0,20,20,0
4482,0,9401,9503,0.12,1,F,X,15,10,0
4483,0,9103,9508,0.36,4,D,X,3,3.31,0
4484,5,9502,9512,0.25,4,D,X,6,5.83,0
4485,1,9101,9603,0.11,2,F,0,15,9.5,0
4486,5,9402,9512,0.11,2,F,0,20,13.75,0
4487,0,9602,9602,0.06,1,F,0,20,20,0
4488,7,9401,9603,0.18,3,E,0,10,7.16,0
4489,0,9502,9602,0.12,2,F,0,15,11.66,0
4490,1,8706,9602,0.22,1,F,X,20,12.12,0
4491,5,9506,9506,0.06,1,F,0,20,20,0
4492,0,8608,9512,0.32,4,E,X,5,5.26,0
4493,6,9402,9512,0.27,4,D,X,5,5,0
4494,2,9401,9702,0.21,3,F,X,0,10.1,0
4495,5,8809,9512,0.33,2,F,0,20,9.58,0
4496,6,8701,9508,0.21,2,F,X,10,10,0
4497,6,9003,9512,0.13,1,F,0,21,15.62,0
4498,1,9506,9506,0.09,1,F,0,15,15,0
4499,7,9302,9603,0.11,1,F,0,15,10,0
4500,5,9404,9506,0.06,1,G,0,25,17.5,0
4501,0,9410,9512,0.11,1,F,0,15,11.66,0
4502,1,9501,9511,0.19,3,E,0,13,9.4,0
4503,2,9409,9510,0.24,4,E,X,2,6.42,0
4504,0,9210,9601,0.07,1,F,0,20,23.33,0
4505,5,9402,9601,0.1,1,F,0,15,10,0
4506,5,8812,9512,0.12,2,G,0,35,21.14,0
4507,6,9002,9512,0.11,1,F,0,15,10.85,0
4508,0,9507,9507,0.05,1,G,0,25,25,0
4509,5,8801,9511,0.12,1,F,0,18,8.62,0
4510,0,9310,9504,0.08,1,F,0,20,10,0
4511,2,8911,9512,0.12,1,G,X,25,12.71,0
4512,7,9501,9510,0.16,3,E,X,8,6.75,0
4513,2,9109,9512,0.13,1,G,0,15,22.85,1
4514,0,9602,9602,0.07,1,F,0,20,20,0
4515,0,8809,9601,0.28,1,F,X,17,11.5,0
4516,6,9409,9512,0.07,1,G,0,30,20,0
4517,5,9310,9507,0.23,1,F,X,15,8.22,0
4518,5,9010,9510,0.14,1,F,0,15,9.37,1
4519,3,9501,9603,0.15,1,F,0,15,10.33,0
4520,1,8707,9512,0.31,3,D,X,9,7,0
4521,0,9507,9512,0.11,2,F,0,22,21,0
4522,5,9601,9601,0.07,1,F,0,23,23,0
4523,5,9309,9507,0.11,1,G,0,25,14.25,0
4524,2,8608,9509,0.23,1,E,X,10,8.21,0
4525,0,8906,9507,0.2,1,E,X,10,16.53,0
4526,3,9209,9504,0.09,1,G,0,30,20,0
4527,3,9501,9512,0.25,4,F,X,10,12.28,1
4528,5,8608,9511,0.4,3,E,X,3,8.81,0
4529,5,9502,9512,0.1,1,F,0,20,12.5,0
4530,4,9501,9509,0.08,1,G,0,25,22.5,0
4531,4,8802,9701,0.19,1,E,X,10,10.76,0
4532,2,8702,9603,0.26,1,E,X,10,6.47,0
4533,2,9506,9607,0.19,2,F,X,1,6.66,0
4534,6,9602,9602,0.07,1,G,0,25,25,0
4535,5,8611,9512,0.4,3,D,X,5,4,0
4536,2,8909,9512,0.38,1,E,X,10,13.41,0
4537,6,9512,9512,0.08,1,F,0,15,15,0
4538,0,9310,9603,0.24,3,F,0,20,13.42,0
4539,7,9501,9602,0.12,2,F,X,15,13.66,0
4540,2,8612,9601,0.16,1,F,X,21,14.79,0
4541,2,8701,9511,0.17,1,F,X,20,8.27,0
4542,5,9107,9603,0.12,1,G,X,30,19.5,0
4543,0,9409,9601,0.26,4,E,X,7,6,0
4544,2,9509,9509,0.06,1,F,0,20,20,0
4545,5,8609,9601,0.11,2,F,0,17,10.5,0
4546,4,9004,9511,0.1,1,F,0,20,15.5,0
4547,7,9001,9510,0.19,2,F,X,14,8.9,0
4548,1,9301,9601,0.17,3,E,X,10,6.71,0
4549,0,9402,9504,0.09,1,F,0,20,15,0
4550,7,9002,9602,0.21,2,F,X,10,9.95,0
4551,5,9102,9601,0.28,4,D,X,7,5.12,0
4552,5,9003,9512,0.24,3,E,0,10,10.14,0
4553,0,9507,9507,0.06,1,F,0,20,20,0
4554,0,9402,9512,0.09,2,G,0,25,18.33,0
4555,5,8704,9601,0.15,1,F,X,20,13.11,0
4556,0,9109,9602,0.29,2,G,X,30,11.22,0
4557,1,9310,9602,0.13,1,G,X,25,18,0
4558,2,9210,9512,0.2,2,F,X,15,6.77,0
4559,5,9311,9603,0.17,4,F,X,20,16.57,0
4560,0,9202,9506,0.13,1,F,0,20,11.66,0
4561,1,9002,9601,0.2,2,E,X,10,5.81,0
4562,1,9310,9602,0.11,3,F,0,20,15,0
4563,4,9411,9509,0.08,1,F,0,15,15,0
4564,5,9101,9602,0.2,2,E,X,10,9.33,0
4565,0,9109,9507,0.09,1,G,0,56,31.6,0
4566,5,8810,9603,0.28,4,D,X,1,4.55,0
4567,4,8812,9601,0.44,4,D,X,9,11.36,0
4568,7,9407,9603,0.04,1,G,0,125,112.5,0
4569,3,8708,9512,0.2,3,G,0,25,18.28,0
4570,2,9501,9605,0.17,4,D,0,10,5.87,0
4571,2,9303,9601,0.21,4,D,X,8,6,0
4572,2,9410,9505,0.08,1,F,0,20,12.5,0
4573,5,9401,9602,0.22,4,E,0,8,6,0
4574,3,8610,9603,0.45,1,F,X,20,7.68,0
4575,4,9409,9702,0.26,4,E,X,5,7.15,0
4576,7,8612,9504,0.29,1,E,X,11,7.05,0
4577,0,9310,9601,0.15,3,F,0,15,12.16,0
4578,2,9310,9602,0.3,4,F,X,20,10.84,0
4579,4,9510,9510,0.06,1,F,0,20,20,0
4580,2,9010,9509,0.37,4,D,X,8,6.21,0
4581,6,9503,9507,0.09,1,F,0,15,15,0
4582,5,9406,9512,0.13,1,F,0,20,10.66,0
4583,0,9506,9506,0.05,1,G,0,100,100,0
4584,5,8612,9511,0.25,2,F,X,13,6.82,0
4585,6,9309,9507,0.08,1,G,0,27,19.66,0
4586,4,9503,9503,0.05,1,F,0,20,20,0
4587,2,8611,9508,0.27,3,E,X,11,8,1
4588,0,8801,9512,0.15,1,F,X,15,7.44,0
4589,5,8810,9507,0.1,1,F,0,15,10,1
4590,4,9011,9509,0.11,1,F,0,15,9.4,0
4591,7,9410,9505,0.08,1,G,0,25,17.5,0
4592,7,9202,9510,0.08,1,F,0,20,12.5,0
4593,1,9310,9603,0.12,3,F,0,20,15,0
4594,2,8707,9506,0.2,1,E,X,14,9.83,0
4595,1,8702,9504,0.31,1,E,X,10,12.17,0
4596,2,9506,9512,0.15,3,E,0,10,10,0
4597,6,9401,9603,0.1,1,F,0,20,11.66,0
4598,3,8711,9601,0.23,1,E,X,10,7.6,0
4599,0,9201,9603,0.21,4,E,0,5,8.3,0
4600,6,8908,9602,0.08,1,F,0,15,21.66,0
4601,0,8610,9512,0.32,2,E,X,10,6.3,0
4602,3,9209,9512,0.15,3,G,0,44,34.87,0
4603,4,8810,9506,0.09,1,F,0,20,14.4,0
4604,3,9509,9509,0.06,1,F,0,23,23,0
4605,1,9010,9509,0.22,1,E,X,12,9.85,1
4606,0,8912,9512,0.11,2,G,0,15,17.28,0
4607,2,8610,9509,0.19,2,E,X,10,8.64,0
4608,4,9603,9603,0.09,1,F,0,15,15,0
4609,4,9210,9505,0.19,1,F,0,15,7.44,0
4610,0,9602,9602,0.07,1,F,0,15,15,0
4611,5,9502,9510,0.08,1,G,0,25,25,0
4612,3,9201,9601,0.35,3,D,X,8,6.7,0
4613,0,9501,9510,0.07,1,G,0,25,22.5,0
4614,0,9512,9512,0.09,1,F,0,20,20,0
4615,3,9510,9602,0.11,2,F,0,20,20,0
4616,2,8907,9512,0.19,3,E,X,12,8.15,0
4617,0,9402,9511,0.13,1,F,0,20,10,0
4618,7,9102,9509,0.11,1,F,X,15,12,0
4619,4,9103,9606,0.14,2,F,X,7,8.9,0
4620,3,9510,9510,0.06,1,F,0,20,20,0
4621,4,9009,9602,0.18,3,F,0,7,7.6,0
4622,0,8704,9608,0.22,1,G,X,0,6.7,0
4623,2,8801,9512,0.32,2,E,X,10,9.07,0
4624,0,9502,9511,0.09,1,F,0,15,10,0
4625,7,9407,9601,0.13,2,G,X,50,31.25,0
4626,4,9410,9512,0.25,4,E,0,9,8.28,0
4627,1,9011,9504,0.1,1,G,0,25,17,0
4628,6,9302,9505,0.07,1,F,0,20,14.33,0
4629,1,9003,9512,0.13,1,G,X,25,25,0
4630,6,8703,9510,0.07,1,G,0,100,32.83,0
4631,2,9602,9603,0.13,2,G,0,25,20,0
4632,4,9409,9511,0.17,4,E,0,10,7.8,0
4633,4,8703,9512,0.25,4,D,0,6,5,0
4634,0,8812,9512,0.1,1,F,0,15,12,0
4635,5,9303,9504,0.09,1,F,0,15,11.66,0
4636,7,9401,9504,0.12,1,F,0,15,12.5,1
4637,3,9110,9512,0.09,1,G,0,30,17.6,0
4638,0,9406,9511,0.29,4,D,X,8,6.55,0
4639,2,9409,9509,0.06,1,G,0,25,25,0
4640,2,8612,9507,0.24,1,E,X,10,8.11,0
4641,7,9509,9509,0.07,1,F,0,15,15,0
4642,3,9210,9511,0.11,1,F,0,15,9.8,0
4643,1,9410,9512,0.21,4,E,X,10,5.16,0
4644,2,9601,9603,0.14,2,F,0,6,13,0
4645,3,8702,9510,0.2,3,E,X,10,5.78,0
4646,5,9302,9505,0.08,1,F,0,15,11.66,0
4647,0,8811,9603,0.36,4,G,X,25,16.57,0
4648,3,9010,9511,0.15,1,G,X,25,17.4,0
4649,2,8803,9504,0.29,1,E,X,10,5.92,0
4650,1,8903,9612,0.19,1,G,X,125,37.04,0
4651,2,9509,9509,0.06,1,F,0,20,20,0
4652,3,9510,9512,0.12,2,F,0,6,13,0
4653,0,9310,9508,0.11,1,F,0,15,11,0
4654,6,9209,9504,0.08,1,G,0,25,15,0
4655,4,8701,9602,0.23,2,E,X,10,5.62,0
4656,7,9602,9602,0.07,1,F,0,20,20,0
4657,1,8909,9507,0.27,3,D,X,4,4.52,0
4658,0,9402,9601,0.26,3,E,0,10,7.5,0
4659,4,9501,9508,0.08,1,F,0,20,20,0
4660,0,8611,9602,0.25,2,F,X,10,10.35,0
4661,5,8612,9511,0.28,1,E,X,11,7,0
4662,5,9201,9512,0.17,2,G,X,25,15.2,0
4663,5,9602,9602,0.07,1,G,0,25,25,0
4664,2,8701,9505,0.28,1,E,X,12,7.41,0
4665,4,9602,9602,0.07,1,F,0,20,20,0
4666,5,9111,9602,0.12,2,F,0,20,9,0
4667,1,9102,9511,0.11,1,F,0,10,12.62,0
4668,2,9506,9512,0.07,2,G,0,25,20,0
4669,1,9106,9504,0.18,1,F,X,16,11.2,0
4670,1,8701,9509,0.22,2,F,X,20,14.06,0
4671,4,9402,9504,0.06,1,F,0,15,10,0
4672,1,9403,9511,0.12,1,F,0,15,10.25,0
4673,0,9301,9512,0.12,1,G,0,25,9,0
4674,2,9202,9603,0.28,3,D,X,6,4.92,1
4675,7,8608,9508,0.17,2,F,X,15,7.4,0
4676,5,9003,9511,0.14,1,G,X,25,13.62,0
4677,2,8612,9603,0.26,1,E,X,12,5.73,0
4678,0,9601,9601,0.2,1,F,0,15,15,0
4679,3,9601,9601,0.07,1,F,0,20,20,0
4680,4,8609,9512,0.27,2,F,X,20,14.78,0
4681,3,9509,9509,0.07,1,F,0,15,15,0
4682,0,9103,9512,0.24,4,F,X,11,8.71,1
4683,0,9311,9511,0.11,1,G,0,25,17.5,0
4684,5,9209,9602,0.08,1,G,0,32,28.5,0
4685,4,9209,9602,0.1,1,F,0,15,12.5,0
4686,0,8608,9603,0.57,4,D,X,3,3.02,0
4687,6,8708,9512,0.19,2,G,X,25,22.93,0
4688,0,9409,9509,0.1,2,F,X,10,12.66,0
4689,1,8611,9510,0.37,2,E,X,11,9.06,0
4690,5,9506,9506,0.06,1,F,0,20,20,0
4691,0,9301,9603,0.1,1,F,0,20,12.5,0
4692,5,9203,9509,0.27,4,E,X,11,8.5,0
4693,7,9110,9603,0.21,4,E,X,10,8.09,0
4694,2,8704,9601,0.25,3,E,X,10,9.16,0
4695,0,8608,9601,0.16,3,F,X,24,17.23,0
4696,5,9210,9512,0.11,1,F,X,15,9,0
4697,4,9209,9601,0.18,4,E,X,10,8.18,0
4698,6,9102,9509,0.11,1,G,X,40,29.44,0
4699,6,9510,9512,0.11,2,G,0,6,15.5,0
4700,0,8809,9602,0.22,4,F,X,18,17.58,0
4701,4,9302,9602,0.07,1,F,0,15,15.2,0
4702,2,9601,9601,0.07,1,F,0,15,15,0
4703,5,8809,9504,0.14,1,G,X,25,13.88,0
4704,4,9501,9512,0.1,1,F,0,16,10.5,0
4705,7,8706,9602,0.14,1,F,X,16,16.55,0
4706,1,9509,9511,0.18,3,E,0,5,6.66,0
4707,2,9209,9603,0.4,4,G,X,10,10.68,0
4708,0,9509,9602,0.15,3,F,0,15,10,0
4709,2,8703,9603,0.27,4,E,X,9,6.84,0
4710,0,9503,9603,0.13,3,F,0,20,13.33,0
4711,0,8612,9601,0.13,1,F,X,15,8.88,0
4712,2,9310,9512,0.26,4,E,X,10,8.8,0
4713,2,9310,9504,0.09,1,F,0,15,9.66,0
4714,5,9507,9512,0.11,2,F,0,20,15,0
4715,7,9506,9506,0.06,1,F,0,15,15,0
4716,2,9410,9509,0.08,1,F,0,16,13,0
4717,5,9602,9602,0.07,1,F,0,15,15,0
4718,7,9003,9603,0.14,2,G,X,20,15.25,0
4719,4,9602,9602,0.07,1,F,0,15,15,0
4720,7,9602,9602,0.07,1,G,0,25,25,0
4721,5,9507,9601,0.17,3,E,0,5,6.66,0
4722,0,9601,9601,0.07,1,F,0,20,20,0
4723,3,9506,9506,0.06,1,F,0,15,15,0
4724,5,9410,9511,0.16,3,E,0,10,8.75,0
4725,4,8801,9512,0.36,1,E,X,11,11.8,0
4726,4,9601,9603,0.2,3,E,0,6,7.33,0
4727,5,9309,9602,0.18,4,D,0,7,5,0
4728,2,8910,9506,0.2,1,F,X,15,14.88,1
4729,7,9509,9509,0.06,1,F,0,20,20,0
4730,5,9505,9507,0.08,2,G,0,25,25,0
4731,3,8608,9512,0.21,1,E,X,12,6.85,0
4732,2,9106,9603,0.26,2,E,X,9,6.07,0
4733,0,9403,9512,0.11,2,G,0,25,17.5,0
4734,2,8612,9601,0.17,1,F,X,15,6.63,0
4735,3,9501,9510,0.09,1,F,0,15,15,0
4736,6,9507,9507,0.05,1,G,0,26,26,0
4737,2,9501,9512,0.25,4,E,X,10,8.5,0
4738,4,9103,9511,0.1,1,F,0,15,8.6,0
4739,1,9002,9601,0.34,4,D,X,9,6.04,0
4740,7,9410,9507,0.08,1,F,0,20,20,0
4741,4,9509,9509,0.06,1,F,0,15,15,0
4742,1,9409,9602,0.11,2,F,0,10,13.33,0
4743,1,9310,9506,0.15,2,F,0,15,11.16,0
4744,0,9409,9603,0.13,2,F,X,10,13,0
4745,1,9211,9509,0.06,1,G,0,50,39,0
4746,0,9304,9504,0.11,1,F,0,20,11.2,0
4747,4,8809,9504,0.12,1,F,X,16,9.14,1
4748,4,8809,9512,0.2,2,E,X,12,8.76,0
4749,4,9509,9509,0.05,1,G,0,50,50,0
4750,4,9001,9509,0.15,1,F,0,15,6.87,0
4751,3,9502,9603,0.16,3,F,0,20,15.25,0
4752,0,8801,9512,0.14,1,G,X,50,20,0
4753,4,9510,9510,0.06,1,G,0,28,28,0
4754,0,9601,9601,0.07,1,F,0,20,20,1
4755,5,9202,9512,0.16,1,G,0,25,19.88,0
4756,0,9109,9512,0.29,4,G,X,50,28.35,0
4757,3,8612,9512,0.24,3,E,X,4,5.87,0
4758,0,9009,9504,0.15,1,G,X,32,17.2,0
4759,0,9501,9510,0.08,1,F,0,16,13,0
4760,5,8608,9512,0.46,3,D,X,5,3.75,0
4761,2,9601,9601,0.07,1,F,0,20,20,0
4762,5,9501,9603,0.13,2,F,X,15,14.33,0
4763,5,9503,9603,0.08,1,G,0,25,25,0
4764,3,9412,9603,0.2,4,F,X,10,11.66,0
4765,5,9510,9510,0.06,1,F,0,20,20,0
4766,3,9111,9601,0.27,2,E,X,10,6.5,0
4767,6,9312,9512,0.08,1,G,0,27,20.66,0
4768,5,9601,9601,0.07,1,F,0,15,15,0
4769,2,9409,9603,0.14,3,E,0,10,10,0
4770,6,8801,9601,0.18,3,F,0,20,21.4,0
4771,0,9506,9506,0.05,1,G,0,25,25,0
4772,3,9407,9511,0.08,1,F,0,24,17,0
4773,0,9210,9512,0.13,1,F,X,15,7,0
4774,6,8910,9511,0.1,1,G,0,60,32.16,0
4775,0,8708,9701,0.27,1,G,X,30,21.33,0
4776,5,8702,9601,0.21,2,E,X,10,6.42,0
4777,2,8810,9602,0.26,3,E,X,12,8,0
4778,2,8805,9512,0.3,4,E,X,5,4.47,0
4779,1,9210,9510,0.29,4,E,X,5,6.28,0
4780,1,9109,9505,0.08,1,G,0,30,25,0
4781,0,8905,9510,0.16,3,G,0,10,23.18,0
4782,2,8608,9508,0.3,1,F,X,16,8.95,1
4783,3,9006,9603,0.21,2,E,0,10,12.5,0
4784,0,9410,9511,0.09,1,F,0,15,12.5,0
4785,4,9301,9506,0.11,1,G,0,25,20,0
4786,0,8704,9504,0.32,1,E,X,14,8.35,1
4787,5,8801,9506,0.12,1,F,X,20,14.75,0
4788,0,9409,9512,0.07,1,G,0,25,25,0
4789,4,9001,9601,0.18,1,G,0,25,12.5,0
4790,4,9101,9511,0.11,1,F,0,15,10.33,0
4791,7,9502,9512,0.1,1,F,0,20,12.5,0
4792,5,9310,9601,0.11,2,F,0,20,14,0
4793,7,8712,9510,0.16,1,F,0,22,18.27,0
4794,6,9402,9504,0.06,1,F,0,18,11.5,0
4795,2,9010,9512,0.13,1,F,X,19,12.75,0
4796,1,9005,9511,0.11,1,G,0,30,27.14,0
4797,5,9501,9510,0.09,1,F,0,20,15,0
4798,0,9110,9602,0.23,3,D,X,7,6.63,0
4799,0,8708,9602,0.13,2,F,0,16,10.62,0
4800,5,9103,9508,0.22,2,F,X,15,10.64,0
4801,5,9507,9507,0.05,1,G,0,25,25,0
4802,2,9402,9507,0.15,2,F,X,15,6.8,0
4803,0,9010,9602,0.09,2,G,0,15,18.4,0
4804,1,8812,9505,0.22,1,G,X,25,13.91,0
4805,1,9101,9512,0.32,3,E,X,10,2.9,0
4806,7,9310,9512,0.11,1,F,X,15,11.25,0
4807,5,9002,9602,0.18,1,F,X,10,8.83,0
