income,firstDate,lastDate,amount,freqSales,saleSizeCode,starCustomer,lastSale,avrSale,class
1,8611,9512,0.40,3,E,X,5,4.35,0
5,8612,9508,0.20,2,F,X,15,9.23,0
6,8901,9512,0.11,1,G,0,25,21.25,0
0,9103,9508,0.27,1,F,X,20,13.33,0
1,8612,9512,0.19,3,E,X,10,6.46,0
0,9401,9508,0.14,1,F,X,17,12.40,0
4,9403,9601,0.06,1,G,0,27,26.00,0
4,8802,9603,0.14,2,F,0,15,11.00,0
2,8801,9603,0.18,1,E,X,10,9.91,0
7,8912,9504,0.15,1,F,0,20,12.25,0
2,9402,9602,0.25,4,D,X,9,6.00,0
2,8609,9603,0.39,2,E,X,5,4.61,0
1,8610,9503,0.20,1,E,X,10,9.85,0
0,9412,9512,0.16,3,F,0,15,11.75,0
4,9410,9601,0.28,4,D,X,6,4.66,1
4,9501,9702,0.13,1,F,0,20,16.66,0
0,9507,9507,0.05,1,G,0,25,25.00,0
7,9602,9602,0.07,1,F,0,18,18.00,0
1,8703,9602,0.38,4,D,X,6,4.53,0
1,9509,9509,0.07,1,F,0,15,15.00,0
0,9409,9510,0.12,1,F,X,20,10.75,0
0,9009,9509,0.18,2,F,X,15,16.00,0
2,8703,9602,0.23,2,E,X,10,11.29,0
2,9210,9512,0.12,1,F,0,15,11.40,0
2,8809,9610,0.20,2,F,X,15,11.56,1
3,9302,9510,0.08,1,F,0,15,10.00,0
5,9301,9512,0.18,4,F,0,21,17.44,0
2,9301,9511,0.26,3,E,X,10,8.45,1
5,9506,9512,0.09,2,G,0,35,32.50,0
0,8707,9603,0.13,2,F,0,15,10.77,0
2,8612,9602,0.19,3,G,X,18,17.39,0
2,9204,9504,0.09,1,F,0,15,10.00,0
2,9412,9603,0.15,3,F,0,12,11.75,0
2,9101,9512,0.13,1,F,X,20,14.62,0
0,8611,9603,0.28,4,D,X,5,5.03,0
1,8910,9506,0.08,1,G,0,25,20.60,0
0,8701,9511,0.41,4,D,X,5,4.50,0
5,9404,9509,0.11,2,F,0,21,15.25,0
6,8909,9512,0.20,2,F,X,20,14.15,0
0,8811,9603,0.39,2,E,X,12,7.26,0
0,9509,9509,0.07,1,F,0,15,15.00,0
0,8910,9505,0.20,1,F,X,19,13.46,0
1,8612,9601,0.20,3,E,X,6,5.57,0
5,9005,9512,0.28,4,D,X,5,5.16,0
6,8610,9511,0.31,1,F,X,15,9.17,1
1,9209,9603,0.15,4,F,0,10,12.85,0
7,9601,9701,0.11,1,F,0,25,22.50,0
1,8911,9602,0.17,3,E,0,10,10.30,0
1,9203,9512,0.09,1,G,0,55,33.00,0
1,8701,9603,0.38,2,E,X,5,7.16,0
0,9011,9602,0.24,2,F,X,15,5.16,0
4,9011,9512,0.08,1,F,0,18,13.50,0
4,9411,9512,0.16,3,E,0,9,7.75,0
5,9103,9504,0.06,1,G,0,35,20.00,0
0,9411,9601,0.08,1,G,0,50,31.50,0
4,8609,9603,0.26,2,E,X,5,4.00,1
7,9010,9505,0.11,1,F,0,17,12.00,0
2,9401,9512,0.11,2,F,0,20,14.25,0
7,9509,9509,0.07,1,F,0,20,20.00,0
2,9310,9601,0.27,1,E,X,12,10.63,0
7,8910,9512,0.12,1,G,0,25,13.00,0
7,8608,9512,0.34,1,E,X,14,10.43,0
1,9509,9510,0.13,2,F,0,6,13.00,0
1,9410,9603,0.13,2,F,0,7,10.66,0
0,8612,9511,0.34,3,F,X,19,14.37,0
1,8704,9512,0.33,2,E,X,10,6.54,0
4,9002,9504,0.12,1,F,0,20,11.57,0
4,9509,9603,0.15,3,F,0,20,20.00,0
0,9501,9602,0.23,4,D,X,5,5.16,0
5,9202,9506,0.26,1,E,X,10,8.71,0
7,8809,9511,0.16,1,F,0,15,7.72,1
7,9210,9512,0.11,1,F,0,20,15.20,0
0,9101,9508,0.28,1,F,X,23,18.11,0
4,8811,9603,0.19,3,E,0,10,6.50,0
1,8909,9512,0.23,1,E,X,10,5.47,0
5,9601,9601,0.07,1,G,0,28,28.00,0
4,8909,9601,0.32,4,D,X,5,5.30,0
4,9512,9512,0.08,1,F,0,15,15.00,0
4,8707,9602,0.18,3,E,X,5,4.54,0
4,9411,9511,0.13,2,F,0,17,15.66,0
0,9110,9701,0.23,3,F,X,15,11.33,0
2,9510,9512,0.17,3,E,0,5,6.66,0
5,9402,9512,0.12,1,F,0,15,7.75,0
5,9410,9509,0.14,3,E,X,10,7.50,0
0,9511,9511,0.08,1,F,0,20,20.00,0
5,8610,9510,0.29,1,F,X,20,12.47,0
6,9602,9602,0.07,1,F,0,15,15.00,0
4,8801,9603,0.15,2,F,X,20,10.33,0
2,8608,9601,0.32,3,D,X,5,4.72,0
1,8612,9511,0.40,3,E,X,5,6.53,0
7,9103,9511,0.10,2,F,0,21,12.00,0
0,8801,9512,0.17,2,F,X,20,12.20,0
7,9209,9510,0.07,1,F,0,20,17.33,0
5,8610,9512,0.25,1,F,X,20,5.16,0
7,9601,9601,0.07,1,F,0,20,20.00,0
6,9507,9507,0.07,1,F,0,15,15.00,0
4,9502,9602,0.21,4,E,X,8,6.33,0
4,9102,9603,0.13,2,G,0,28,24.12,0
2,8801,9503,0.14,1,F,X,20,8.87,0
1,9210,9509,0.13,3,E,0,13,8.22,0
5,9301,9510,0.22,3,E,0,6,8.70,0
5,9302,9512,0.13,1,F,0,15,8.20,0
6,9102,9510,0.36,2,E,X,11,9.50,1
6,9301,9611,0.14,2,F,0,15,13.14,0
3,9103,9511,0.12,1,F,0,19,16.60,0
0,9201,9511,0.31,4,D,X,7,5.00,0
7,8610,9602,0.21,1,E,X,10,6.14,0
5,9412,9511,0.17,3,E,0,10,8.75,0
0,9302,9601,0.17,4,F,X,12,12.14,0
0,9102,9602,0.30,4,D,X,5,4.75,0
5,8903,9512,0.23,2,F,X,20,11.37,0
4,9510,9512,0.11,2,F,0,10,12.50,0
1,9301,9603,0.44,4,D,X,3,3.09,0
1,9601,9601,0.07,1,G,0,25,25.00,0
3,9104,9511,0.17,1,G,0,25,16.20,0
5,9507,9603,0.15,3,E,0,10,7.33,0
4,9302,9512,0.13,1,F,X,15,10.00,0
5,9601,9601,0.06,1,G,0,25,25.00,0
1,8607,9601,0.44,3,D,X,3,3.12,0
5,9002,9512,0.30,3,D,X,5,5.50,0
3,8901,9512,0.09,1,F,0,20,17.85,0
0,9403,9512,0.20,4,E,X,10,11.28,0
7,8809,9511,0.19,2,E,0,10,8.30,0
4,8612,9512,0.20,1,F,X,15,5.00,0
2,9407,9512,0.11,1,F,0,20,15.00,0
3,9502,9510,0.16,3,E,X,11,7.25,0
1,8703,9512,0.34,4,E,X,5,3.62,0
6,9402,9601,0.14,2,F,0,15,10.00,0
1,9309,9510,0.13,1,F,0,17,12.33,0
1,9501,9509,0.16,2,F,0,15,8.25,0
1,8810,9605,0.17,3,E,X,10,7.90,0
4,8703,9603,0.27,3,E,X,6,6.20,0
0,9601,9602,0.18,3,E,0,5,6.66,0
3,8801,9508,0.22,2,F,X,15,10.20,0
4,8912,9512,0.08,1,F,0,20,15.50,0
1,9203,9603,0.08,2,G,0,42,26.00,0
0,9501,9512,0.09,1,F,0,20,15.00,0
4,9004,9509,0.09,1,F,0,16,9.75,0
0,9501,9506,0.09,1,F,0,16,13.00,0
5,9409,9503,0.07,1,F,0,15,17.50,0
4,9511,9511,0.06,1,G,0,25,25.00,0
5,8809,9509,0.14,2,F,0,20,13.55,0
3,8611,9512,0.27,2,E,X,10,3.25,0
5,8809,9512,0.14,1,F,X,17,10.00,0
3,9104,9603,0.18,2,F,X,16,11.60,0
2,8612,9512,0.36,1,G,X,50,9.10,0
0,8909,9602,0.12,1,F,0,15,8.71,0
0,9407,9505,0.08,1,F,0,20,20.00,0
7,9601,9601,0.07,1,G,0,25,25.00,0
5,9509,9602,0.14,3,F,0,20,20.00,0
1,9209,9508,0.11,2,F,0,15,12.20,0
7,9301,9602,0.14,3,G,X,35,27.85,0
0,8803,9512,0.35,4,G,X,25,15.60,0
5,9301,9512,0.09,1,F,0,20,12.75,1
3,9001,9601,0.25,3,F,X,19,12.50,0
1,8903,9512,0.16,2,F,0,15,9.00,0
5,9409,9512,0.08,1,F,0,20,20.00,0
2,9411,9511,0.09,1,F,0,20,15.00,0
6,9501,9504,0.12,2,F,0,12,12.33,0
0,9501,9603,0.17,3,E,X,6,6.25,0
5,9104,9601,0.19,2,E,X,10,9.81,0
2,9505,9601,0.09,2,F,0,22,21.00,0
0,8801,9504,0.27,1,F,X,16,8.95,0
1,9510,9510,0.06,1,G,0,25,25.00,0
1,8905,9504,0.25,1,F,X,16,9.66,0
2,9011,9603,0.15,4,E,0,10,5.71,0
2,8801,9509,0.25,1,E,X,11,6.29,0
7,8802,9506,0.12,2,F,0,20,13.50,0
5,9302,9508,0.09,1,F,0,20,12.50,1
6,8702,9512,0.28,3,D,X,5,5.10,0
5,8809,9512,0.18,3,F,X,10,9.75,0
7,9309,9512,0.14,3,G,0,17,13.60,0
5,8704,9602,0.16,1,E,0,10,8.25,0
7,9210,9507,0.24,2,E,X,10,8.83,0
7,9402,9504,0.06,1,F,0,20,12.50,0
2,9410,9509,0.13,2,F,0,20,17.50,0
3,8901,9602,0.14,1,F,X,15,8.88,0
2,8705,9510,0.35,4,D,X,5,3.04,0
1,8610,9511,0.38,2,E,X,13,6.93,0
1,9002,9601,0.17,4,D,0,5,4.55,0
0,9601,9601,0.07,1,F,0,15,15.00,0
7,9504,9601,0.10,2,F,0,15,10.00,1
5,8707,9511,0.17,2,F,0,15,9.69,0
3,9601,9601,0.07,1,F,0,15,15.00,0
7,9103,9601,0.30,2,E,X,5,5.50,0
5,9209,9512,0.12,2,G,0,50,18.00,0
2,9402,9506,0.07,1,F,0,15,10.00,0
1,8612,9504,0.12,1,F,X,20,10.00,0
0,8807,9603,0.19,2,E,X,9,5.72,0
4,9010,9512,0.09,2,F,0,20,16.50,0
2,9601,9702,0.15,1,G,0,10,12.60,0
0,9602,9602,0.12,1,G,0,25,25.00,0
0,9301,9512,0.17,3,E,0,10,4.85,0
0,9210,9509,0.09,1,G,0,25,15.66,0
0,9209,9510,0.43,4,D,X,5,6.09,0
3,8911,9512,0.29,4,D,X,3,4.47,0
0,9302,9601,0.12,2,F,0,20,14.20,0
0,9002,9512,0.14,2,G,0,31,16.66,0
0,8904,9512,0.18,2,G,X,50,35.43,0
0,9510,9510,0.07,1,F,0,15,15.00,0
4,9310,9505,0.17,1,F,X,20,10.00,0
7,9011,9507,0.15,1,F,0,20,13.33,0
7,8809,9508,0.12,1,G,0,35,30.75,0
4,9203,9512,0.26,4,E,0,10,8.14,0
1,8705,9602,0.24,2,F,X,15,10.63,0
5,8909,9512,0.20,2,F,X,10,11.92,0
4,9410,9508,0.17,3,E,0,7,6.60,1
1,8904,9512,0.55,4,E,X,14,12.57,0
0,9310,9509,0.21,2,F,X,20,14.11,0
7,9506,9506,0.05,1,G,0,25,25.00,0
7,9302,9511,0.12,1,F,0,18,11.20,0
5,9310,9510,0.10,1,F,0,15,11.66,0
6,9109,9512,0.11,2,F,0,50,37.33,0
2,9402,9511,0.27,3,E,X,10,8.90,0
0,8707,9601,0.33,1,E,X,14,9.72,0
0,9510,9510,0.07,1,F,0,15,15.00,0
1,8609,9511,0.32,2,E,X,5,7.44,0
6,8910,9509,0.14,1,F,X,17,12.11,0
5,9301,9601,0.09,1,F,0,20,11.66,0
0,9310,9511,0.22,3,E,X,10,6.12,0
3,9402,9505,0.09,1,F,0,15,10.33,0
2,9002,9512,0.16,2,F,X,10,10.60,0
7,9212,9512,0.12,1,G,0,30,14.40,0
0,9502,9512,0.08,1,G,0,25,17.50,0
7,9201,9602,0.25,3,E,0,10,7.81,0
0,9407,9602,0.15,1,F,0,15,11.25,0
1,9202,9601,0.16,1,F,0,15,8.25,0
1,8703,9505,0.19,1,E,X,12,11.14,0
5,9202,9601,0.13,1,F,X,15,9.33,0
4,9412,9601,0.29,4,E,0,7,6.75,0
4,8612,9603,0.50,3,D,X,6,6.18,0
0,9210,9512,0.10,1,F,0,15,11.75,0
0,9509,9509,0.06,1,F,0,20,20.00,0
6,9507,9507,0.06,1,G,0,25,25.00,0
5,9110,9512,0.17,2,E,0,10,9.11,0
4,9412,9511,0.12,2,F,X,20,16.00,1
2,9302,9512,0.10,1,F,0,20,15.00,0
2,8609,9602,0.24,4,E,X,8,7.41,0
5,9109,9512,0.29,3,E,X,10,6.72,0
0,9009,9602,0.25,1,E,X,10,10.18,0
5,8703,9601,0.20,3,E,X,14,9.28,0
5,9309,9512,0.26,4,F,0,20,11.63,0
0,9501,9512,0.16,3,E,0,10,7.50,0
1,9201,9601,0.14,1,F,X,20,10.50,1
4,9506,9510,0.09,2,G,0,15,20.00,0
1,8608,9505,0.32,1,F,X,15,10.08,0
5,9101,9601,0.10,1,F,0,18,12.83,0
2,8910,9512,0.13,2,F,X,10,10.90,0
0,8705,9511,0.27,1,E,X,11,13.36,0
6,9602,9602,0.07,1,F,0,20,20.00,0
3,9211,9504,0.14,1,F,0,16,11.33,0
7,9302,9512,0.08,1,F,0,20,13.00,1
0,9109,9509,0.11,1,F,0,15,11.66,0
1,9104,9512,0.18,1,F,X,20,16.09,0
0,9509,9511,0.11,2,F,0,20,15.00,0
5,9510,9510,0.06,1,G,0,25,25.00,1
3,9002,9602,0.43,4,D,X,8,4.03,0
6,9309,9510,0.11,1,F,X,15,10.25,0
0,9109,9512,0.14,1,G,X,25,12.11,0
6,8910,9604,0.11,1,F,X,10,12.61,0
6,9109,9507,0.10,1,G,X,25,13.60,0
2,8701,9512,0.21,1,E,X,10,13.43,0
0,9402,9601,0.18,4,D,0,7,5.00,0
3,9401,9603,0.27,4,E,X,10,6.60,0
3,9501,9603,0.18,3,E,X,10,8.00,0
1,8608,9511,0.32,1,E,X,12,5.68,0
2,9111,9511,0.10,1,F,0,17,10.60,0
4,8909,9512,0.20,2,F,X,19,14.23,0
4,9503,9603,0.10,2,G,0,26,20.33,0
2,8609,9511,0.22,1,F,X,20,8.00,0
0,9402,9512,0.20,2,F,X,20,10.00,0
5,9310,9512,0.12,1,F,0,15,12.20,0
4,9103,9503,0.08,1,F,0,20,16.66,0
5,9201,9511,0.13,3,E,0,11,9.14,0
7,9309,9512,0.12,2,F,0,20,10.50,0
0,8810,9509,0.18,2,E,X,11,7.00,0
4,9502,9512,0.13,1,F,0,15,11.66,0
3,9501,9511,0.11,1,G,0,40,25.00,0
2,8701,9602,0.22,1,F,X,15,12.78,0
3,8608,9504,0.28,1,E,X,10,8.82,0
0,9507,9507,0.08,2,G,0,25,22.50,0
5,9109,9601,0.23,2,E,X,10,6.58,0
3,8809,9602,0.28,1,E,X,10,7.85,0
2,8911,9512,0.20,2,E,X,12,7.25,1
0,9510,9510,0.05,1,G,0,50,50.00,0
2,9204,9603,0.18,4,E,0,10,7.88,0
1,9601,9601,0.07,1,F,0,15,15.00,0
6,9102,9510,0.18,3,E,X,3,4.75,1
2,8608,9601,0.29,3,D,X,9,5.95,0
0,9203,9611,0.25,4,D,X,3,3.85,0
5,9011,9512,0.12,1,F,0,20,10.83,0
3,9301,9512,0.34,4,E,X,10,6.00,0
3,9001,9603,0.18,3,E,0,10,10.45,0
0,8701,9510,0.24,1,E,X,11,6.82,0
3,9009,9511,0.20,2,F,X,10,9.28,0
7,8701,9506,0.22,2,E,X,12,7.37,0
7,8910,9603,0.20,4,F,X,15,11.78,0
3,8909,9601,0.29,4,D,X,2,3.72,0
4,9410,9504,0.10,1,G,0,25,18.33,0
5,8702,9505,0.17,1,F,X,15,9.81,0
4,8707,9603,0.19,2,G,X,50,48.59,0
4,8909,9512,0.28,3,D,X,5,4.56,0
5,9010,9609,0.13,1,F,X,20,15.27,0
6,9402,9512,0.05,1,G,0,25,20.00,0
4,9602,9602,0.06,1,G,0,100,100.00,0
4,9502,9603,0.17,3,E,X,6,6.00,0
4,9111,9601,0.22,2,E,X,10,7.07,0
0,9510,9601,0.11,2,F,0,20,15.00,0
2,8909,9507,0.16,1,F,X,15,15.54,0
0,9209,9512,0.13,3,E,X,10,9.25,0
5,8608,9601,0.21,3,D,X,3,5.35,1
0,8612,9509,0.24,1,F,X,20,11.47,0
0,9601,9601,0.09,1,F,0,15,15.00,0
0,9103,9511,0.08,1,G,0,25,18.75,0
6,8912,9702,0.33,3,D,X,6,5.51,1
2,9009,9510,0.13,1,F,X,15,11.50,0
1,8705,9508,0.17,1,G,0,35,17.50,0
0,9109,9603,0.10,1,F,0,15,14.40,0
7,8912,9512,0.13,1,G,X,50,39.55,0
5,9509,9509,0.07,1,F,0,15,15.00,0
0,8704,9511,0.29,3,D,X,5,5.63,0
3,9005,9511,0.17,2,E,X,14,8.55,0
4,8911,9509,0.20,1,E,X,14,8.69,0
0,8909,9505,0.37,1,E,X,10,8.45,0
4,9510,9510,0.06,1,F,0,20,20.00,0
4,9305,9601,0.09,1,F,0,20,13.25,0
4,9407,9602,0.34,4,F,X,15,9.09,0
4,8811,9612,0.18,1,E,X,10,7.30,0
4,9411,9508,0.09,1,F,0,20,15.00,0
0,9312,9506,0.15,1,F,0,20,13.40,0
4,9510,9601,0.11,2,F,0,20,15.00,0
0,9210,9508,0.09,1,F,0,20,17.50,0
7,9010,9512,0.15,1,F,X,20,19.00,1
5,9501,9512,0.18,3,E,0,10,6.25,0
4,9111,9512,0.09,2,F,0,20,16.66,0
6,9402,9603,0.21,3,F,X,20,14.12,0
0,8910,9511,0.32,2,E,X,10,7.31,0
2,9409,9602,0.16,3,E,0,12,9.60,0
4,8608,9509,0.25,1,E,0,10,5.31,0
0,9501,9601,0.40,4,E,X,10,9.20,0
7,9002,9508,0.11,1,G,X,25,16.00,0
0,8912,9511,0.45,4,D,X,6,5.44,0
6,8905,9603,0.11,1,F,0,21,11.71,0
3,9209,9506,0.16,2,F,0,15,7.14,0
2,8608,9603,0.21,2,E,X,10,5.15,0
4,8801,9603,0.38,3,E,X,10,5.80,0
1,9509,9612,0.11,2,G,X,35,27.50,0
6,8608,9601,0.16,1,F,X,15,9.58,0
0,9002,9603,0.10,1,G,0,25,16.33,0
7,9002,9601,0.10,1,G,X,25,16.00,0
4,9502,9601,0.10,1,F,0,15,10.00,0
4,8909,9701,0.25,2,F,X,15,13.36,0
2,9506,9511,0.09,2,F,0,20,20.00,0
0,8610,9507,0.31,1,F,X,19,12.46,0
1,9401,9601,0.25,4,D,X,8,6.57,0
7,9103,9602,0.12,1,F,0,20,14.00,0
2,9101,9512,0.11,1,F,0,15,7.80,0
1,9109,9511,0.10,2,F,0,15,10.00,0
4,8610,9601,0.20,1,E,X,14,8.28,1
1,9210,9602,0.22,4,F,X,16,12.45,0
4,8804,9512,0.16,2,E,X,10,7.81,0
0,8804,9603,0.23,3,G,0,26,15.75,0
4,9601,9601,0.07,1,F,0,20,20.00,0
0,9410,9511,0.25,4,E,X,13,8.00,0
4,9310,9603,0.23,3,G,X,20,28.20,0
0,9309,9511,0.06,1,G,0,25,17.50,0
2,8612,9603,0.28,2,E,X,8,6.78,0
7,9503,9602,0.08,1,G,0,30,27.50,0
2,8909,9602,0.18,3,D,X,4,8.86,0
2,9410,9601,0.09,1,G,0,25,22.50,0
4,9501,9603,0.23,4,F,X,9,9.66,0
7,8611,9504,0.32,1,E,X,10,8.80,0
1,8812,9602,0.29,4,D,X,5,3.80,0
4,8905,9512,0.16,3,E,0,12,7.80,0
6,9201,9601,0.32,3,F,X,16,10.40,0
7,8707,9601,0.24,3,D,X,5,6.22,0
1,8701,9702,0.40,1,F,0,21,14.50,0
3,8809,9511,0.35,4,D,X,3,5.09,0
0,8801,9506,0.22,1,E,X,13,8.93,0
4,9103,9603,0.32,4,D,X,3,3.12,0
7,9412,9602,0.08,1,G,0,35,27.50,0
1,9009,9510,0.12,1,F,0,15,8.71,0
1,8704,9509,0.24,2,F,X,20,9.33,0
5,9103,9603,0.13,1,F,0,15,9.80,0
6,9507,9603,0.15,3,E,X,13,11.66,0
2,8904,9603,0.19,1,E,X,10,10.00,0
3,9002,9509,0.18,2,E,X,14,10.60,0
5,9207,9603,0.10,1,G,0,25,21.00,0
2,8401,9512,0.20,1,G,0,80,54.44,0
6,8811,9701,0.22,3,F,X,10,15.65,0
5,9310,9512,0.16,1,F,X,15,11.33,0
1,9310,9512,0.07,1,F,0,15,12.50,0
2,8810,9504,0.20,1,F,X,20,15.14,0
7,9310,9602,0.13,2,F,0,15,9.80,0
0,8801,9504,0.18,1,G,X,25,18.46,0
4,8905,9601,0.26,4,F,X,15,11.82,0
0,9209,9512,0.17,3,F,0,6,9.37,0
3,9501,9508,0.12,1,F,0,20,11.66,0
2,9309,9512,0.12,2,F,0,15,12.50,0
1,8610,9601,0.27,1,G,X,25,10.00,0
4,8707,9512,0.17,1,G,0,25,8.36,0
5,9011,9601,0.18,1,G,X,25,11.09,0
6,9402,9511,0.10,1,F,0,15,10.33,0
2,8612,9611,0.29,1,E,X,10,7.87,0
6,8612,9510,0.42,4,E,X,10,4.94,0
4,9601,9601,0.09,1,F,0,15,15.00,0
4,8809,9511,0.24,1,F,X,18,11.93,0
7,9510,9510,0.07,1,F,0,15,15.00,0
4,8611,9610,0.13,2,G,0,10,15.77,0
6,8610,9512,0.42,4,E,X,2,3.16,0
5,9501,9506,0.09,1,F,0,20,15.00,1
0,9402,9512,0.08,2,G,0,20,21.66,0
4,9302,9601,0.24,4,D,0,5,6.22,0
6,8910,9512,0.12,1,F,0,15,9.42,0
6,9103,9504,0.16,1,G,X,30,19.09,0
0,9510,9510,0.07,1,F,0,20,20.00,0
2,8905,9601,0.30,4,D,X,5,4.04,0
2,8812,9601,0.11,1,F,0,15,8.66,0
6,9509,9509,0.06,1,F,0,23,23.00,0
6,8901,9508,0.13,1,G,X,25,19.00,0
6,8611,9603,0.18,1,F,X,15,10.07,0
5,8801,9504,0.20,1,F,X,15,7.08,0
4,9309,9512,0.12,2,F,0,20,18.20,0
7,9101,9511,0.23,2,E,0,11,6.53,0
3,9509,9509,0.07,1,F,0,15,15.00,0
1,9510,9510,0.08,1,F,0,15,15.00,0
6,9602,9602,0.07,1,F,0,20,20.00,0
4,9502,9512,0.12,2,F,0,20,13.33,0
1,9010,9510,0.17,1,F,X,15,6.44,0
5,9509,9509,0.07,1,F,0,15,15.00,0
1,8609,9506,0.24,1,E,X,10,6.21,0
0,9501,9507,0.08,1,F,0,16,13.00,0
0,9410,9512,0.12,2,F,0,12,10.66,0
5,9102,9505,0.16,1,G,X,25,24.28,0
6,8810,9512,0.19,1,F,X,18,11.38,0
2,8802,9512,0.18,4,D,X,4,4.00,0
1,9104,9506,0.16,1,F,0,18,13.00,0
1,8810,9504,0.27,1,F,X,15,11.47,0
0,9402,9511,0.22,1,F,X,18,5.75,0
3,8712,9512,0.16,4,F,X,15,12.20,0
6,9602,9602,0.07,1,F,0,20,20.00,0
5,9501,9601,0.20,4,D,X,7,6.20,0
2,9002,9602,0.24,3,E,X,12,7.93,0
7,9406,9506,0.15,2,F,X,10,10.60,0
4,9409,9509,0.20,3,F,X,15,10.77,0
3,9109,9512,0.30,2,F,X,6,10.45,0
5,8610,9601,0.29,1,E,X,10,13.47,0
2,9102,9512,0.13,1,F,0,15,11.00,0
6,9405,9512,0.15,3,F,0,10,9.40,0
3,9310,9603,0.23,4,D,X,7,5.22,0
1,9201,9603,0.22,4,F,X,10,9.83,0
7,9406,9509,0.09,2,F,0,17,15.66,0
6,9001,9512,0.19,2,F,X,5,7.72,0
1,8609,9507,0.24,1,E,X,10,6.17,0
0,9011,9512,0.17,3,F,X,20,12.00,0
1,9601,9601,0.07,1,G,0,28,28.00,0
2,9309,9508,0.25,3,F,X,15,6.42,0
0,8609,9509,0.24,1,F,0,18,10.73,0
7,9312,9512,0.10,1,G,0,35,27.50,0
0,9102,9512,0.19,2,E,X,14,9.76,0
0,9312,9602,0.12,1,F,0,15,11.25,0
2,8612,9603,0.15,1,F,X,20,9.90,0
5,9409,9503,0.08,1,F,0,16,13.00,0
5,9301,9507,0.09,1,F,0,15,10.00,0
7,8712,9506,0.11,1,F,X,15,9.33,0
4,9301,9512,0.39,3,D,X,9,5.82,0
4,8608,9512,0.37,2,F,X,15,9.23,0
3,8801,9510,0.46,3,D,X,6,4.20,0
2,8704,9508,0.46,4,E,X,10,8.65,0
7,9010,9508,0.19,2,F,X,14,12.00,0
1,9411,9603,0.16,3,E,X,10,6.50,0
2,9003,9601,0.25,2,G,X,25,15.88,0
6,9301,9512,0.19,2,G,X,30,12.11,0
1,9310,9702,0.12,1,G,0,198,75.25,0
7,9201,9601,0.10,1,F,0,17,11.40,0
6,9508,9508,0.07,1,F,0,20,20.00,0
0,9603,9603,0.08,1,G,0,30,30.00,0
2,8611,9603,0.17,2,F,0,20,11.69,0
0,9401,9512,0.09,1,F,0,20,13.33,0
2,8811,9511,0.14,3,F,0,10,11.77,0
2,9204,9612,0.22,1,F,X,15,8.93,0
3,9502,9512,0.08,1,G,0,25,17.50,0
2,9410,9511,0.13,2,F,0,6,11.50,1
5,9401,9601,0.12,2,F,0,15,11.00,0
6,9001,9603,0.15,4,G,X,25,24.66,0
0,9301,9503,0.10,1,F,0,15,12.50,0
0,9501,9603,0.29,4,D,X,4,4.71,0
0,9510,9510,0.06,1,F,0,20,20.00,0
0,8608,9601,0.30,4,E,X,11,6.00,0
5,9401,9603,0.27,4,D,X,7,5.33,0
5,8707,9505,0.28,1,E,X,10,5.85,0
0,8802,9512,0.19,2,F,X,20,11.00,1
1,9410,9602,0.15,2,F,0,15,8.33,0
3,8610,9506,0.22,1,F,X,20,8.23,0
1,8809,9601,0.32,2,E,X,9,6.42,0
4,8910,9601,0.20,3,G,X,27,28.78,0
7,9310,9504,0.11,1,G,0,25,32.50,0
7,8810,9602,0.15,1,F,X,17,11.12,0
4,8808,9603,0.30,3,D,X,5,3.76,1
5,8609,9602,0.40,3,D,X,5,5.93,1
4,8910,9609,0.23,2,F,X,15,11.58,1
4,9502,9512,0.12,1,F,0,20,20.00,1
3,9201,9602,0.41,2,E,X,11,8.85,1
2,8608,9511,0.42,3,E,X,10,7.08,1
4,9602,9602,0.07,1,F,0,20,20.00,1
4,9510,9603,0.12,2,F,0,15,12.50,1
2,8609,9601,0.24,1,E,X,11,9.00,1
4,8712,9602,0.19,3,F,X,12,13.66,1
6,9011,9512,0.15,1,F,0,15,9.88,1
2,9101,9702,0.47,1,F,0,11,8.86,1
1,9501,9512,0.09,1,F,0,21,15.50,1
5,8608,9602,0.48,2,E,X,11,6.85,1
5,9301,9511,0.23,2,G,X,11,13.54,1
7,8711,9602,0.25,3,D,X,9,4.89,1
5,9501,9601,0.20,4,F,0,10,11.60,1
2,8802,9601,0.19,1,F,X,12,19.40,1
6,8811,9603,0.22,2,F,X,17,9.53,1
1,9303,9512,0.08,1,F,0,20,14.00,1
0,9110,9702,0.16,1,F,X,15,14.33,1
5,9109,9612,0.14,3,F,X,32,16.54,1
1,8901,9511,0.23,4,D,X,5,4.73,1
2,8909,9511,0.10,1,F,0,20,12.40,1
0,8801,9509,0.34,1,G,X,25,7.37,1
5,9410,9509,0.10,2,G,0,25,20.33,1
2,9001,9512,0.10,1,F,0,23,15.33,1
5,9111,9601,0.20,4,E,X,12,8.80,1
6,9502,9601,0.19,3,E,X,10,7.80,1
4,9210,9701,0.25,3,E,X,12,10.00,1
0,8804,9603,0.38,4,D,X,5,5.56,1
5,8608,9603,0.28,4,D,X,5,5.00,1
7,9203,9610,0.11,1,F,0,20,13.20,1
0,9003,9510,0.16,1,F,0,15,10.42,1
0,9507,9603,0.18,3,E,0,11,7.66,1
0,9009,9602,0.23,2,F,X,17,10.07,1
6,8702,9511,0.17,3,E,0,3,7.54,1
6,9504,9511,0.09,2,F,0,20,20.00,1
